0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 1.877145435433606790e+00
2.000000000000000000e+00 2.424780479121602994e+00
3.000000000000000000e+00 2.627500274356429966e+00
4.000000000000000000e+00 2.407166667523790160e+00
5.000000000000000000e+00 1.922791024886699729e+00
6.000000000000000000e+00 1.517177543199852208e+00
7.000000000000000000e+00 1.546212547973224272e+00
8.000000000000000000e+00 2.173031589815943576e+00
9.000000000000000000e+00 3.242132842441426632e+00
1.000000000000000000e+01 4.317721584821391900e+00
1.100000000000000000e+01 4.886888916526308968e+00
1.200000000000000000e+01 4.634770546783957279e+00
1.300000000000000000e+01 3.648254000397797459e+00
1.400000000000000000e+01 2.429214299657106224e+00
1.500000000000000000e+01 1.689588814526290950e+00
1.600000000000000000e+01 2.013353013621664189e+00
1.700000000000000000e+01 3.545700165055349906e+00
1.800000000000000000e+01 5.866799781473119424e+00
1.900000000000000000e+01 8.125673510163970548e+00
2.000000000000000000e+01 9.388217167886919512e+00
2.100000000000000000e+01 9.050760792559312762e+00
2.200000000000000000e+01 7.135238092054340342e+00
2.300000000000000000e+01 4.329709913806112809e+00
2.400000000000000000e+01 1.746127407774174634e+00
2.500000000000000000e+01 4.876152429120388931e-01
2.600000000000000000e+01 1.198927359460866482e+00
2.700000000000000000e+01 3.783339078611347439e+00
2.800000000000000000e+01 7.404722262898727259e+00
2.900000000000000000e+01 1.078176404641683384e+01
3.000000000000000000e+01 1.266640291848409205e+01
3.100000000000000000e+01 1.232482507665515215e+01
3.200000000000000000e+01 9.834904545303185586e+00
3.300000000000000000e+01 6.080817631037097826e+00
3.400000000000000000e+01 2.439122962659467042e+00
3.500000000000000000e+01 2.686171154130017613e-01
3.600000000000000000e+01 3.942386271246061114e-01
3.700000000000000000e+01 2.782814645661482622e+00
3.800000000000000000e+01 6.540704170140279494e+00
3.900000000000000000e+01 1.024348707428037564e+01
4.000000000000000000e+01 1.247923852883955753e+01
4.100000000000000000e+01 1.239850378362396910e+01
4.200000000000000000e+01 1.005259597265505711e+01
4.300000000000000000e+01 6.377182257033357615e+00
4.400000000000000000e+01 2.816680541725640197e+00
4.500000000000000000e+01 7.346976349175551313e-01
4.600000000000000000e+01 8.536622140574487982e-01
4.700000000000000000e+01 2.964994801668871194e+00
4.800000000000000000e+01 6.041105223332352558e+00
4.900000000000000000e+01 8.703611062461746428e+00
5.000000000000000000e+01 9.837032271799618144e+00
5.100000000000000000e+01 9.065071701776144408e+00
5.200000000000000000e+01 6.869334455998107103e+00
5.300000000000000000e+01 4.303622951815714082e+00
5.400000000000000000e+01 2.456513728953721110e+00
5.500000000000000000e+01 1.937532921681363707e+00
5.600000000000000000e+01 2.641571022501495669e+00
5.700000000000000000e+01 3.892149399426773737e+00
5.800000000000000000e+01 4.860710559006105491e+00
