0.000000000000000000e+00 8.333285915161778856e-01
1.000000000000000000e+00 1.417571418201913680e+00
2.000000000000000000e+00 2.001814244887649252e+00
3.000000000000000000e+00 2.586057071573384825e+00
4.000000000000000000e+00 3.170299898259120397e+00
5.000000000000000000e+00 3.754542724944855969e+00
6.000000000000000000e+00 4.338785551630591542e+00
7.000000000000000000e+00 4.923028378316328002e+00
8.000000000000000000e+00 5.507271205002062686e+00
9.000000000000000000e+00 6.120169091710510934e+00
1.000000000000000000e+01 6.990962518623370592e+00
1.100000000000000000e+01 7.861755945536229362e+00
1.200000000000000000e+01 8.732549372449089020e+00
1.300000000000000000e+01 9.603342799361946902e+00
1.400000000000000000e+01 1.038685178820387911e+01
1.500000000000000000e+01 1.038480083440746249e+01
1.600000000000000000e+01 1.038274988061104587e+01
1.700000000000000000e+01 1.038069892681462925e+01
1.800000000000000000e+01 1.037864797301821440e+01
1.900000000000000000e+01 1.035133469860062405e+01
2.000000000000000000e+01 1.009666053859247903e+01
2.100000000000000000e+01 9.841986378584332229e+00
2.200000000000000000e+01 9.587312218576187206e+00
2.300000000000000000e+01 9.359397175962056892e+00
2.400000000000000000e+01 9.372314189894069614e+00
2.500000000000000000e+01 9.385231203826084112e+00
2.600000000000000000e+01 9.398148217758096834e+00
2.700000000000000000e+01 9.411065231690111332e+00
2.800000000000000000e+01 9.341779255753456468e+00
2.900000000000000000e+01 8.532666370998803984e+00
3.000000000000000000e+01 7.723553486244153277e+00
3.100000000000000000e+01 6.940927663911639733e+00
3.200000000000000000e+01 6.396685403378361556e+00
3.300000000000000000e+01 5.852443142845084267e+00
3.400000000000000000e+01 5.308200882311806978e+00
3.500000000000000000e+01 4.739352209797803361e+00
3.600000000000000000e+01 3.949045829457268120e+00
3.700000000000000000e+01 3.158739449116733322e+00
3.800000000000000000e+01 2.419987367985424243e+00
3.900000000000000000e+01 2.145223979737142628e+00
4.000000000000000000e+01 1.870460591488860569e+00
4.100000000000000000e+01 1.595697203240578732e+00
4.200000000000000000e+01 1.338061961854870141e+00
4.300000000000000000e+01 1.234580042232318764e+00
4.400000000000000000e+01 1.131098122609767387e+00
4.500000000000000000e+01 1.027616202987216010e+00
4.600000000000000000e+01 9.241342833646646326e-01
4.700000000000000000e+01 8.206523637421133666e-01
4.800000000000000000e+01 7.171704441195619895e-01
4.900000000000000000e+01 6.188697697581183599e-01
5.000000000000000000e+01 5.672003027466433478e-01
5.100000000000000000e+01 5.155308357351682247e-01
5.200000000000000000e+01 4.638613687236932126e-01
5.300000000000000000e+01 4.121919017122182005e-01
5.400000000000000000e+01 3.605224347007431329e-01
5.500000000000000000e+01 3.100035816216641926e-01
5.600000000000000000e+01 2.698402539341502315e-01
5.700000000000000000e+01 2.296769262466362149e-01
5.800000000000000000e+01 1.963725097851760082e-01
5.900000000000000000e+01 2.247982943581990911e-01
6.000000000000000000e+01 2.532240789312221185e-01
6.100000000000000000e+01 2.816498635042452015e-01
6.200000000000000000e+01 3.105879967586924750e-01
6.300000000000000000e+01 3.441372681459575755e-01
6.400000000000000000e+01 3.776865395332224540e-01
6.500000000000000000e+01 4.143017673026817560e-01
6.600000000000000000e+01 4.785106025118904816e-01
6.700000000000000000e+01 5.427194377210992071e-01
6.800000000000000000e+01 5.896007456811471759e-01
6.900000000000000000e+01 4.805343083987390074e-01
7.000000000000000000e+01 3.714678711163307834e-01
7.100000000000000000e+01 2.830524051781959649e-01
7.200000000000000000e+01 3.804956813385331760e-01
7.300000000000000000e+01 4.779389574988703870e-01
7.400000000000000000e+01 5.564176417375794603e-01
7.500000000000000000e+01 4.642149986816244689e-01
7.600000000000000000e+01 3.863541871668291772e-01
7.700000000000000000e+01 4.375698595224793985e-01
7.800000000000000000e+01 4.887855318781296754e-01
7.900000000000000000e+01 5.301726684114903554e-01
8.000000000000000000e+01 4.831029825442398895e-01
8.100000000000000000e+01 4.441296849527959778e-01
8.200000000000000000e+01 4.780238818436156611e-01
8.300000000000000000e+01 5.119180787344352890e-01
8.400000000000000000e+01 5.458122756252550278e-01
8.500000000000000000e+01 5.797064725160746557e-01
8.600000000000000000e+01 6.136006694068942835e-01
8.700000000000000000e+01 6.509709705430062332e-01
8.800000000000000000e+01 7.196262098867499679e-01
8.900000000000000000e+01 7.882814492304937026e-01
9.000000000000000000e+01 8.569366885742375484e-01
9.100000000000000000e+01 9.255919279179813941e-01
9.200000000000000000e+01 9.942471672617250178e-01
9.300000000000000000e+01 1.062902406605468864e+00
9.400000000000000000e+01 1.133213212474004861e+00
9.500000000000000000e+01 1.218424117065671775e+00
9.600000000000000000e+01 1.303635021657338466e+00
9.700000000000000000e+01 1.388845926249005380e+00
9.800000000000000000e+01 1.474056830840672294e+00
9.900000000000000000e+01 1.559267735432339208e+00
1.000000000000000000e+02 1.644299260237612970e+00
1.010000000000000000e+02 1.727716366965351247e+00
1.020000000000000000e+02 1.811133473693089302e+00
